datetime,open,high,low,close,volume
2017-04-27 01:00:00.000000,238.77,238.95,237.98,238.6,57410326
2017-04-28 01:00:00.000000,238.9,238.93,237.93,238.08,63532845
2017-05-01 01:00:00.000000,238.68,239.17,238.195,238.68,66882521
2017-05-02 01:00:00.000000,238.84,238.98,238.3,238.77,57375732
2017-05-03 01:00:00.000000,238.29,238.8775,237.7,238.48,73137731
2017-05-04 01:00:00.000000,238.83,238.9225,237.78,238.76,61462732
2017-05-05 01:00:00.000000,239.19,239.72,238.68,239.7,62001269
2017-05-08 01:00:00.000000,239.75,239.92,239.17,239.66,48385730
2017-05-09 01:00:00.000000,239.96,240.19,239.04,239.44,51363200
2017-05-10 01:00:00.000000,239.39,239.87,239.15,239.87,54293799
2017-05-11 01:00:00.000000,239.35,239.57,238.13,239.38,62358346
2017-05-12 01:00:00.000000,239.09,239.4273,238.67,238.98,53912730
2017-05-15 01:00:00.000000,239.47,240.44,239.45,240.3,61918937
2017-05-16 01:00:00.000000,240.64,240.67,239.63,240.08,51241791
2017-05-17 01:00:00.000000,238.1,238.64,235.75,235.82,172174110
2017-05-18 01:00:00.000000,235.73,237.75,235.43,236.77,107047656
2017-05-19 01:00:00.000000,237.33,239.08,237.27,238.31,115011373
2017-05-22 01:00:00.000000,238.9,239.71,238.82,239.52,61010602
2017-05-23 01:00:00.000000,239.95,240.24,239.51,240.05,48341683
2017-05-24 01:00:00.000000,240.32,240.73,239.93,240.61,49181099
2017-05-25 01:00:00.000000,241.2,242.08,240.96,241.76,64071661
2017-05-26 01:00:00.000000,241.54,241.9,241.45,241.71,46629905
2017-05-30 01:00:00.000000,241.34,241.79,241.16,241.5,35201897
2017-05-31 01:00:00.000000,241.84,241.88,240.64,241.44,91796016
2017-06-01 01:00:00.000000,241.97,243.38,241.64,243.36,68962024
2017-06-02 01:00:00.000000,243.42,244.35,243.08,244.17,88666128
2017-06-05 01:00:00.000000,243.97,244.3,243.76,243.99,44698825
2017-06-06 01:00:00.000000,243.34,243.98,243.12,243.21,50375430
2017-06-07 01:00:00.000000,243.6,243.92,242.83,243.66,54144311
2017-06-08 01:00:00.000000,243.77,244.33,243.17,243.78,65950691
2017-06-09 01:00:00.000000,244.09,245.01,241.95,243.41,132256362
2017-06-12 01:00:00.000000,243.13,243.42,242.38,243.36,86108102
2017-06-13 01:00:00.000000,243.98,244.61,243.5799,244.55,60066953
2017-06-14 01:00:00.000000,244.86,244.87,243.29,244.24,78602311
2017-06-15 01:00:00.000000,242.68,243.91,242.36,243.77,66464888
2017-06-16 01:00:00.000000,242.77,242.83,241.6337,242.64,84553097
2017-06-19 01:00:00.000000,243.59,244.73,243.48,244.66,65123802
2017-06-20 01:00:00.000000,244.25,244.26,242.99,243.01,56906368
2017-06-21 01:00:00.000000,243.42,243.59,242.41,242.95,55977569
2017-06-22 01:00:00.000000,242.96,243.53,242.64,242.84,44148059
2017-06-23 01:00:00.000000,242.91,243.51,242.47,243.13,66986801
2017-06-26 01:00:00.000000,243.9,244.38,243.045,243.29,56700477
2017-06-27 01:00:00.000000,243.04,243.38,241.31,241.33,82247666
2017-06-28 01:00:00.000000,242.5,243.715,242.23,243.49,70042599
2017-06-29 01:00:00.000000,243.66,243.72,239.955,241.35,106949719
2017-06-30 01:00:00.000000,242.28,242.71,241.575,241.8,86820694
2017-07-03 01:00:00.000000,242.88,243.38,242.21,242.21,39153806
2017-07-05 01:00:00.000000,242.63,243.01,241.7,242.77,54427596
2017-07-06 01:00:00.000000,241.89,242.03,240.34,240.55,66115317
2017-07-07 01:00:00.000000,241.21,242.28,240.5645,242.11,57972268
2017-07-10 01:00:00.000000,241.95,242.8,241.76,242.37,36663274
2017-07-11 01:00:00.000000,242.16,242.55,240.85,242.19,50354614
2017-07-12 01:00:00.000000,243.3,244.2,243.3,244.01,59610405
2017-07-13 01:00:00.000000,244.02,244.55,243.76,244.42,39471637
2017-07-14 01:00:00.000000,244.43,245.97,244.31,245.56,60262692
2017-07-17 01:00:00.000000,245.47,245.91,245.33,245.53,33531917
2017-07-18 01:00:00.000000,245.06,245.72,244.67,245.66,42742498
2017-07-19 01:00:00.000000,246.02,247.0,246.01,246.99,51034260
2017-07-20 01:00:00.000000,247.28,247.42,246.47,247.1,47135183
2017-07-21 01:00:00.000000,246.44,246.91,246.18,246.88,88711019
2017-07-24 01:00:00.000000,246.79,246.98,246.28,246.82,46622256
2017-07-25 01:00:00.000000,247.68,247.8,247.16,247.42,54915591
2017-07-26 01:00:00.000000,247.75,247.79,247.13,247.43,47575422
2017-07-27 01:00:00.000000,247.96,248.0,245.68,247.2,70766568
2017-07-28 01:00:00.000000,246.65,247.06,246.13,246.91,50088359
2017-07-31 01:00:00.000000,247.37,247.48,246.53,246.77,65838659
2017-08-01 01:00:00.000000,247.46,247.5,246.716,247.32,55050401
2017-08-02 01:00:00.000000,247.47,247.6,246.37,247.44,47211216
2017-08-03 01:00:00.000000,247.31,247.34,246.64,246.96,40855997
2017-08-04 01:00:00.000000,247.52,247.79,246.97,247.41,60191838
2017-08-07 01:00:00.000000,247.49,247.87,247.37,247.87,31995021
2017-08-08 01:00:00.000000,247.51,248.91,246.83,247.26,61719353
2017-08-09 01:00:00.000000,246.47,247.31,246.06,247.25,62632619
2017-08-10 01:00:00.000000,246.29,246.44,243.7,243.76,120479470
2017-08-11 01:00:00.000000,244.02,244.8,243.75,244.12,74869947
2017-08-14 01:00:00.000000,245.59,246.79,245.55,246.54,73291919
2017-08-15 01:00:00.000000,246.98,247.0,246.16,246.51,55242746
2017-08-16 01:00:00.000000,247.11,247.57,246.45,246.94,56715544
2017-08-17 01:00:00.000000,246.24,246.6,243.09,243.09,128490396
2017-08-18 01:00:00.000000,242.9,244.189,242.2,242.71,136747990
2017-08-21 01:00:00.000000,242.64,243.2,241.83,242.9,65469736
2017-08-22 01:00:00.000000,243.57,245.62,243.55,245.44,63140101
2017-08-23 01:00:00.000000,244.33,245.05,244.16,244.56,50203837
2017-08-24 01:00:00.000000,245.0,245.18,243.75,243.99,50741671
2017-08-25 01:00:00.000000,244.9,245.61,244.39,244.56,64445912
2017-08-28 01:00:00.000000,245.17,245.2,244.09,244.57,40565606
2017-08-29 01:00:00.000000,243.06,245.15,242.93,244.85,51135715
2017-08-30 01:00:00.000000,244.83,246.32,244.62,246.01,62030805
2017-08-31 01:00:00.000000,246.72,247.77,246.0473,247.49,103803880
2017-09-01 01:00:00.000000,247.92,248.33,247.67,247.84,62006989
2017-09-05 01:00:00.000000,247.26,247.52,244.95,246.06,91398777
2017-09-06 01:00:00.000000,246.84,247.28,246.23,246.9,57916867
2017-09-07 01:00:00.000000,247.25,247.27,246.4,246.87,58034730
2017-09-08 01:00:00.000000,246.54,247.11,246.3,246.58,63832825
2017-09-11 01:00:00.000000,248.04,249.3,248.02,249.21,71364848
2017-09-12 01:00:00.000000,249.63,250.09,249.42,250.05,56896027
2017-09-13 01:00:00.000000,249.72,250.21,249.59,250.17,59228002
2017-09-14 01:00:00.000000,249.8,250.32,249.6,250.09,95446349
2017-09-15 01:00:00.000000,248.69,249.29,248.57,249.19,95432382
2017-09-18 01:00:00.000000,249.61,250.12,249.28,249.72,46235238
2017-09-19 01:00:00.000000,250.0,250.07,249.6,249.97,47108148
2017-09-20 01:00:00.000000,250.07,250.19,248.92,250.06,59574083
2017-09-21 01:00:00.000000,249.88,249.98,249.185,249.39,48211398
2017-09-22 01:00:00.000000,249.05,249.63,249.02,249.44,51214032
2017-09-25 01:00:00.000000,249.15,249.5532,248.08,248.93,57064357
2017-09-26 01:00:00.000000,249.42,249.7,248.805,249.08,54081959
2017-09-27 01:00:00.000000,249.88,250.49,248.87,250.05,81001426
2017-09-28 01:00:00.000000,249.73,250.44,249.63,250.35,44778841
2017-09-29 01:00:00.000000,250.34,251.32,250.13,251.23,85578002
2017-10-02 01:00:00.000000,251.49,252.32,251.2926,252.32,59022985
2017-10-03 01:00:00.000000,252.46,252.89,252.23,252.86,66810169
2017-10-04 01:00:00.000000,252.69,253.44,252.56,253.16,55953619
2017-10-05 01:00:00.000000,253.54,254.68,253.196,254.66,63522757
2017-10-06 01:00:00.000000,254.15,254.7008,253.85,254.37,80645998
2017-10-09 01:00:00.000000,254.63,254.7,253.65,253.95,35803138
2017-10-10 01:00:00.000000,254.6,255.05,253.98,254.62,43057363
2017-10-11 01:00:00.000000,254.51,255.02,254.32,255.02,47674325
2017-10-12 01:00:00.000000,254.66,255.06,254.365,254.64,47065144
2017-10-13 01:00:00.000000,255.14,255.27,254.64,254.95,54800435
2017-10-16 01:00:00.000000,255.21,255.51,254.82,255.29,38221675
2017-10-17 01:00:00.000000,255.23,255.52,254.98,255.47,31560964
2017-10-18 01:00:00.000000,255.9,255.95,255.5,255.72,40888330
2017-10-19 01:00:00.000000,254.83,255.83,254.35,255.79,61903788
2017-10-20 01:00:00.000000,256.7,257.14,255.7744,257.11,89176377
2017-10-23 01:00:00.000000,257.48,257.51,256.02,256.11,63915306
2017-10-24 01:00:00.000000,256.6,256.83,256.15,256.56,66935910
2017-10-25 01:00:00.000000,256.18,256.31,254.0,255.29,103715291
2017-10-26 01:00:00.000000,255.99,256.3,255.48,255.62,69797972
2017-10-27 01:00:00.000000,256.47,257.89,255.6254,257.71,85562544
2017-10-30 01:00:00.000000,257.07,257.6,256.41,256.75,54285687
2017-10-31 01:00:00.000000,257.18,257.44,256.805,257.15,60304781
2017-11-01 01:00:00.000000,258.04,258.43,257.07,257.49,54202736
2017-11-02 01:00:00.000000,257.41,257.75,256.19,257.59,56449535
2017-11-03 01:00:00.000000,257.77,258.5,257.3,258.45,59589730
2017-11-06 01:00:00.000000,258.3,259.0,258.22,258.85,49652598
2017-11-07 01:00:00.000000,258.97,259.35,258.09,258.67,57502161
2017-11-08 01:00:00.000000,258.47,259.22,258.15,259.11,50469579
2017-11-09 01:00:00.000000,257.73,258.39,256.36,258.17,95085497
2017-11-10 01:00:00.000000,257.73,258.2926,257.37,258.09,59984662
2017-11-13 01:00:00.000000,257.31,258.59,257.27,258.33,50228648
2017-11-14 01:00:00.000000,257.41,257.85,256.52,257.73,61315152
2017-11-15 01:00:00.000000,256.62,257.22,255.63,256.44,80811525
2017-11-16 01:00:00.000000,257.52,259.04,257.4748,258.62,67777027
2017-11-17 01:00:00.000000,258.22,258.5882,257.77,257.86,75756833
2017-11-20 01:00:00.000000,258.14,258.525,257.86,258.3,48075514
2017-11-21 01:00:00.000000,259.18,260.2,258.2627,259.99,69176799
2017-11-22 01:00:00.000000,260.0,260.15,259.57,259.76,45033392
2017-11-24 01:00:00.000000,260.32,260.48,260.16,260.36,27856514
2017-11-27 01:00:00.000000,260.41,260.75,260.0,260.23,52274922
2017-11-28 01:00:00.000000,260.76,262.9,260.655,262.87,98971719
2017-11-29 01:00:00.000000,263.02,263.63,262.2,262.71,77512102
2017-11-30 01:00:00.000000,263.76,266.05,263.67,265.01,127894389
2017-12-01 01:00:00.000000,264.76,265.31,260.76,264.46,164390900
2017-12-04 01:00:00.000000,266.31,266.8,264.08,264.14,94040560
2017-12-05 01:00:00.000000,264.43,265.15,263.04,263.19,77994544
2017-12-06 01:00:00.000000,262.87,263.73,262.71,263.24,75898566
2017-12-07 01:00:00.000000,263.09,264.43,262.94,264.07,77218569
2017-12-08 01:00:00.000000,264.99,265.52,264.0315,265.51,76563873
2017-12-11 01:00:00.000000,265.58,266.38,265.4793,266.31,83077533
2017-12-12 01:00:00.000000,266.57,267.32,266.345,266.78,85195750
2017-12-13 01:00:00.000000,267.06,267.56,266.65,266.75,102905409
2017-12-14 01:00:00.000000,267.09,267.22,265.6,265.66,100666692
2017-12-15 01:00:00.000000,265.45,267.04,265.39,266.51,144610290
2017-12-18 01:00:00.000000,268.1,268.6,267.98,268.2,83653572
2017-12-19 01:00:00.000000,268.48,268.53,267.09,267.17,82382876
2017-12-20 01:00:00.000000,268.27,268.33,266.69,267.03,76751500
2017-12-21 01:00:00.000000,267.74,268.385,267.3,267.58,67032339
2017-12-22 01:00:00.000000,267.6,267.635,266.9,267.51,78720873
2017-12-26 01:00:00.000000,267.05,267.4377,266.885,267.19,45244433
2017-12-27 01:00:00.000000,267.38,267.73,267.01,267.32,57750986
2017-12-28 01:00:00.000000,267.89,267.92,267.45,267.87,45116139
2017-12-29 01:00:00.000000,268.53,268.55,266.64,266.86,96007424
2018-01-02 01:00:00.000000,267.84,268.81,267.4,268.77,86655749
2018-01-03 01:00:00.000000,268.96,270.64,268.96,270.47,90070416
2018-01-04 01:00:00.000000,271.2,272.16,270.5447,271.61,80636408
2018-01-05 01:00:00.000000,272.51,273.56,271.95,273.42,83523995
2018-01-08 01:00:00.000000,273.31,274.1,272.98,273.92,57319192
2018-01-09 01:00:00.000000,274.4,275.25,274.081,274.54,57253957
2018-01-10 01:00:00.000000,273.68,274.42,272.92,274.12,69574318
2018-01-11 01:00:00.000000,274.75,276.12,274.56,276.12,62361455
2018-01-12 01:00:00.000000,276.42,278.11,276.0819,277.92,90816076
2018-01-16 01:00:00.000000,279.35,280.09,276.18,276.97,106555142
2018-01-17 01:00:00.000000,278.03,280.05,276.97,279.61,113258799
2018-01-18 01:00:00.000000,279.48,279.96,278.58,279.14,100728006
2018-01-19 01:00:00.000000,279.8,280.41,279.14,280.41,140920100
2018-01-22 01:00:00.000000,280.17,282.69,280.11,282.69,91322408
2018-01-23 01:00:00.000000,282.74,283.62,282.37,283.29,97084700
2018-01-24 01:00:00.000000,284.02,284.7,281.84,283.18,134816120
2018-01-25 01:00:00.000000,284.16,284.27,282.405,283.3,84587313
2018-01-26 01:00:00.000000,284.25,286.6285,283.96,286.58,107743119
2018-01-29 01:00:00.000000,285.93,286.43,284.5,284.68,90118337
2018-01-30 01:00:00.000000,282.6,284.736,281.22,281.76,131796419
2018-01-31 01:00:00.000000,282.73,283.3,280.68,281.9,118948131
2018-02-01 01:00:00.000000,281.07,283.06,280.68,281.58,90102470
2018-02-02 01:00:00.000000,280.08,280.23,275.41,275.45,173174790
2018-02-05 01:00:00.000000,273.45,275.85,263.31,263.93,294681820
2018-02-06 01:00:00.000000,259.94,269.7,258.7,269.13,355026780
2018-02-07 01:00:00.000000,268.5,272.36,267.58,267.67,167376100
2018-02-08 01:00:00.000000,268.01,268.17,257.59,257.63,246449510
2018-02-09 01:00:00.000000,260.8,263.61,252.92,261.5,283565320
2018-02-12 01:00:00.000000,263.83,267.01,261.6644,265.34,143735980
2018-02-13 01:00:00.000000,263.97,266.62,263.31,266.0,81223640
2018-02-14 01:00:00.000000,264.31,270.0,264.3,269.59,120735685
2018-02-15 01:00:00.000000,271.57,273.04,268.77,273.03,111200286
2018-02-16 01:00:00.000000,272.32,275.32,272.27,273.11,160420140
2018-02-20 01:00:00.000000,272.03,273.67,270.5,271.4,86369662
2018-02-21 01:00:00.000000,271.9,274.72,269.94,270.05,98883740
2018-02-22 01:00:00.000000,271.1,273.05,269.64,270.4,110511290
2018-02-23 01:00:00.000000,271.79,274.71,271.25,274.71,92766428
2018-02-26 01:00:00.000000,275.93,278.01,275.26,277.9,86491406
2018-02-27 01:00:00.000000,278.11,278.92,274.36,274.43,99099165
2018-02-28 01:00:00.000000,275.68,276.19,271.29,271.65,121907767
2018-03-01 01:00:00.000000,271.41,273.17,266.0,267.7,176855080
2018-03-02 01:00:00.000000,265.8,269.72,264.82,269.08,139083220
2018-03-05 01:00:00.000000,267.73,272.89,267.61,272.19,97307387
2018-03-06 01:00:00.000000,273.3,273.39,271.18,272.88,79213163
2018-03-07 01:00:00.000000,270.42,273.18,270.2,272.78,87063502
2018-03-08 01:00:00.000000,273.55,274.24,272.42,274.1,66901150
2018-03-09 01:00:00.000000,275.7,278.87,275.34,278.87,113625335
2018-03-12 01:00:00.000000,279.2,279.91,278.0801,278.52,71924793
2018-03-13 01:00:00.000000,279.84,280.41,276.03,276.72,91968937
2018-03-14 01:00:00.000000,277.81,278.02,274.67,275.3,105895079
2018-03-15 01:00:00.000000,275.88,276.61,274.43,275.0,83433038
2018-03-16 01:00:00.000000,274.5,275.39,274.14,274.2,100343673
2018-03-19 01:00:00.000000,273.35,274.3957,268.62,270.49,109208442
2018-03-20 01:00:00.000000,270.94,271.67,270.18,270.95,59757271
2018-03-21 01:00:00.000000,270.9,273.27,270.19,270.43,78709578
2018-03-22 01:00:00.000000,267.91,268.87,263.36,263.67,148785920
2018-03-23 01:00:00.000000,264.17,265.02,257.83,258.05,183534750
2018-03-26 01:00:00.000000,262.13,265.43,259.41,265.11,141956100
2018-03-27 01:00:00.000000,266.17,266.77,258.84,260.6,129941445
2018-03-28 01:00:00.000000,260.75,262.64,258.58,259.83,146452310
2018-03-29 01:00:00.000000,261.12,265.26,259.8389,263.15,124244790
2018-04-02 01:00:00.000000,262.55,263.13,254.67,257.47,186286340
2018-04-03 01:00:00.000000,258.87,261.31,256.84,260.77,119956861
2018-04-04 01:00:00.000000,256.75,264.355,256.6,263.56,123715339
2018-04-05 01:00:00.000000,265.55,266.64,264.32,265.64,82652618
2018-04-06 01:00:00.000000,263.42,265.11,258.0,259.72,179521210
2018-04-09 01:00:00.000000,261.37,264.84,259.9356,261.0,105442932
2018-04-10 01:00:00.000000,264.27,266.04,262.98,265.15,105573736
2018-04-11 01:00:00.000000,263.47,265.64,263.39,263.76,91140243
2018-04-12 01:00:00.000000,265.26,267.0,265.06,265.93,68890480
2018-04-13 01:00:00.000000,267.41,267.54,264.01,265.15,85079176
2018-04-16 01:00:00.000000,267.0,268.2,266.07,267.33,63405287
2018-04-17 01:00:00.000000,269.33,270.87,268.75,270.19,64682036
2018-04-18 01:00:00.000000,270.69,271.3,269.87,270.39,57303857
2018-04-19 01:00:00.000000,269.65,269.88,267.72,268.89,77655909
2018-04-20 01:00:00.000000,268.81,269.06,265.61,266.61,99953133
2018-04-23 01:00:00.000000,267.26,267.89,265.35,266.57,65557954
2018-04-24 01:00:00.000000,267.73,267.9762,261.28,262.98,112885452
2018-04-25 01:00:00.000000,262.91,264.13,260.85,263.63,103840948
2018-04-26 01:00:00.000000,264.79,267.2452,264.29,266.31,67731942
2018-04-27 01:00:00.000000,267.0,267.34,265.5,266.56,57053647
2018-04-30 01:00:00.000000,267.26,267.89,264.43,264.51,82182324
2018-05-01 01:00:00.000000,263.87,265.1,262.11,264.98,74203365
2018-05-02 01:00:00.000000,264.76,265.68,262.76,263.2,86368943
2018-05-03 01:00:00.000000,262.26,263.36,259.05,262.62,136311480
2018-05-04 01:00:00.000000,261.52,266.7892,261.15,266.02,91222075
2018-05-07 01:00:00.000000,266.89,268.02,266.11,266.92,55304907
2018-05-08 01:00:00.000000,266.5,267.325,265.15,266.92,67499247
2018-05-09 01:00:00.000000,267.68,269.865,267.09,269.5,59666143
2018-05-10 01:00:00.000000,270.34,272.39,270.22,272.02,72063931
2018-05-11 01:00:00.000000,272.16,273.15,271.58,272.85,59871511
2018-05-14 01:00:00.000000,273.34,274.08,272.36,272.98,54790606
2018-05-15 01:00:00.000000,271.59,271.61,270.03,271.1,87036136
2018-05-16 01:00:00.000000,271.14,272.76,271.11,272.24,53942631
2018-05-17 01:00:00.000000,271.94,273.23,271.13,272.01,56536400
2018-05-18 01:00:00.000000,271.62,272.03,270.93,271.33,64367959
2018-05-21 01:00:00.000000,273.01,273.98,271.3512,273.37,58025875
2018-05-22 01:00:00.000000,273.96,274.25,272.24,272.61,52966358
2018-05-23 01:00:00.000000,271.17,273.39,270.99,273.36,64694184
2018-05-24 01:00:00.000000,272.91,273.22,270.78,272.8,76043827
2018-05-25 01:00:00.000000,272.15,272.86,271.58,272.15,56374755
2018-05-29 01:00:00.000000,270.31,271.17,267.76,269.02,115908607
2018-05-30 01:00:00.000000,270.5,273.11,270.42,272.61,69678449
2018-05-31 01:00:00.000000,272.15,272.49,270.255,270.94,93519941
2018-06-01 01:00:00.000000,272.41,273.94,272.33,273.6,71258411
2018-06-04 01:00:00.000000,274.53,275.185,274.26,274.9,45385166
2018-06-05 01:00:00.000000,275.05,275.53,274.18,275.1,51135038
2018-06-06 01:00:00.000000,275.79,277.52,275.09,277.4,62732215
2018-06-07 01:00:00.000000,277.95,278.28,276.34,277.37,72969402
2018-06-08 01:00:00.000000,276.85,278.25,276.66,278.19,72139719
2018-06-11 01:00:00.000000,278.44,279.37,278.31,278.56,58892515
2018-06-12 01:00:00.000000,279.03,279.33,278.19,278.92,72329028
2018-06-13 01:00:00.000000,279.19,279.48,277.8,278.03,79070610
2018-06-14 01:00:00.000000,279.01,279.33,278.0599,278.73,77097620
2018-06-15 01:00:00.000000,276.6,277.51,275.35,277.13,120041562
2018-06-18 01:00:00.000000,275.49,276.7,274.95,276.56,52917581
2018-06-19 01:00:00.000000,274.0,275.75,273.53,275.5,97531510
2018-06-20 01:00:00.000000,276.27,276.72,275.59,275.97,53785486
2018-06-21 01:00:00.000000,275.96,275.98,273.68,274.24,71061404
2018-06-22 01:00:00.000000,275.66,275.785,274.49,274.74,56612003
2018-06-25 01:00:00.000000,273.44,273.6162,269.1,271.0,137854160
2018-06-26 01:00:00.000000,271.64,272.56,270.79,271.6,68683211
2018-06-27 01:00:00.000000,272.26,273.865,269.18,269.35,105110674
2018-06-28 01:00:00.000000,269.29,271.75,268.49,270.89,76650517
2018-06-29 01:00:00.000000,272.12,273.66,271.1495,271.28,97592499
2018-07-02 01:00:00.000000,269.51,272.04,269.24,271.86,63554774
2018-07-03 01:00:00.000000,272.87,272.98,270.42,270.9,42187071
2018-07-05 01:00:00.000000,272.17,273.18,270.96,273.11,56925919
2018-07-06 01:00:00.000000,273.14,275.84,272.715,275.42,66493696
2018-07-09 01:00:00.000000,276.55,277.96,276.5,277.9,50550399
2018-07-10 01:00:00.000000,278.41,279.01,278.08,278.9,51966829
2018-07-11 01:00:00.000000,277.15,278.04,276.52,276.86,77054739
2018-07-12 01:00:00.000000,278.28,279.43,277.6,279.37,60124687
2018-07-13 01:00:00.000000,279.17,279.93,278.66,279.59,48234964
2018-07-16 01:00:00.000000,279.64,279.803,278.84,279.34,48201038
2018-07-17 01:00:00.000000,278.47,280.91,278.41,280.47,52315500
2018-07-18 01:00:00.000000,280.56,281.18,280.06,281.06,44593465
2018-07-19 01:00:00.000000,280.31,280.74,279.46,280.0,61412117
2018-07-20 01:00:00.000000,279.77,280.48,279.5,279.68,82372729
2018-07-23 01:00:00.000000,279.45,280.43,279.06,280.2,47047565
2018-07-24 01:00:00.000000,281.79,282.56,280.63,281.61,68026935
2018-07-25 01:00:00.000000,281.33,284.37,281.28,284.01,78882927
2018-07-26 01:00:00.000000,283.2,284.11,283.09,283.34,57919495
2018-07-27 01:00:00.000000,283.71,283.82,280.38,281.42,76783177
2018-07-30 01:00:00.000000,281.51,281.69,279.36,279.95,63742508
2018-07-31 01:00:00.000000,280.81,282.02,280.38,281.33,68570493
2018-08-01 01:00:00.000000,281.56,282.13,280.1315,280.86,53853326
2018-08-02 01:00:00.000000,279.39,282.58,279.16,282.39,63426363
2018-08-03 01:00:00.000000,282.53,283.6577,282.33,283.6,53935386
2018-08-06 01:00:00.000000,283.64,284.99,283.2015,284.64,39400887
2018-08-07 01:00:00.000000,285.39,286.01,285.24,285.58,43196646
2018-08-08 01:00:00.000000,285.39,285.91,284.94,285.46,42114551
2018-08-09 01:00:00.000000,285.53,285.97,284.915,285.07,35716976
2018-08-10 01:00:00.000000,283.45,284.055,282.36,283.16,77076044
2018-08-13 01:00:00.000000,283.47,284.16,281.77,282.1,65732909
2018-08-14 01:00:00.000000,282.92,284.17,282.4833,283.9,43842031
2018-08-15 01:00:00.000000,282.38,282.54,280.16,281.78,102925355
2018-08-16 01:00:00.000000,283.4,285.04,283.36,284.06,69967919
2018-08-17 01:00:00.000000,283.83,285.5601,283.37,285.06,65618481
2018-08-20 01:00:00.000000,285.57,285.97,285.06,285.67,39807490
2018-08-21 01:00:00.000000,286.25,287.31,285.7135,286.34,67271983
2018-08-22 01:00:00.000000,285.88,286.76,285.575,286.17,44993333
2018-08-23 01:00:00.000000,285.97,286.94,285.43,285.79,49204851
2018-08-24 01:00:00.000000,286.44,287.67,286.38,287.51,57487399
2018-08-27 01:00:00.000000,288.86,289.9,288.68,289.78,57072377
2018-08-28 01:00:00.000000,290.3,290.4175,289.4,289.92,46943472
2018-08-29 01:00:00.000000,290.16,291.74,289.8854,291.48,61485514
2018-08-30 01:00:00.000000,290.94,291.36,289.63,290.3,61229501
2018-08-31 01:00:00.000000,289.84,290.81,289.29,290.31,66140838
2018-09-04 01:00:00.000000,289.84,290.21,288.68,289.81,57594367
2018-09-05 01:00:00.000000,289.41,289.64,287.89,289.03,72452437
2018-09-06 01:00:00.000000,289.15,289.49,287.0,288.16,65909863
2018-09-07 01:00:00.000000,286.98,288.7,286.71,287.6,73524824
2018-09-10 01:00:00.000000,288.74,289.04,287.88,288.1,50210903
2018-09-11 01:00:00.000000,287.37,289.55,286.975,289.05,50530492
2018-09-12 01:00:00.000000,289.06,289.8,288.23,289.12,59810758
2018-09-13 01:00:00.000000,290.32,291.0384,289.995,290.83,51034222
2018-09-14 01:00:00.000000,291.06,291.27,290.0,290.88,55079875
2018-09-17 01:00:00.000000,290.82,290.86,289.03,289.34,68244043
2018-09-18 01:00:00.000000,289.58,291.58,289.55,290.91,61930407
2018-09-19 01:00:00.000000,290.97,291.69,290.825,291.22,49080562
2018-09-20 01:00:00.000000,292.64,293.94,291.2363,293.58,100360646
2018-09-21 01:00:00.000000,293.09,293.22,291.81,291.99,105479656
2018-09-24 01:00:00.000000,291.34,291.5,290.37,291.02,53409645
2018-09-25 01:00:00.000000,291.53,291.65,290.4833,290.75,44370037
2018-09-26 01:00:00.000000,290.91,292.24,289.41,289.88,79739674
2018-09-27 01:00:00.000000,290.41,291.91,290.1,290.69,59249455
2018-09-28 01:00:00.000000,289.99,291.28,289.95,290.72,70091385
2018-10-01 01:00:00.000000,292.11,292.93,290.98,291.73,62078937
2018-10-02 01:00:00.000000,291.56,292.355,291.14,291.56,47258227
2018-10-03 01:00:00.000000,292.74,293.21,291.32,291.72,64694594
2018-10-04 01:00:00.000000,291.18,291.24,287.66,289.44,111545910
2018-10-05 01:00:00.000000,289.69,290.27,286.22,287.82,105951698
2018-10-08 01:00:00.000000,287.05,288.22,285.5,287.82,87742172
2018-10-09 01:00:00.000000,287.39,288.86,286.77,287.4,74338982
2018-10-10 01:00:00.000000,286.83,286.91,277.88,278.3,214731040
2018-10-11 01:00:00.000000,277.08,278.9,270.36,272.17,274840490
2018-10-12 01:00:00.000000,276.77,277.09,272.37,275.95,183186490
2018-10-15 01:00:00.000000,275.55,277.04,274.3,274.4,102263717
2018-10-16 01:00:00.000000,276.6,280.82,276.07,280.4,118255834
2018-10-17 01:00:00.000000,280.44,281.15,277.56,280.45,110625987
2018-10-18 01:00:00.000000,279.4,280.07,274.97,276.4,134557530
2018-10-19 01:00:00.000000,277.13,279.3,275.47,276.25,139901630
2018-10-22 01:00:00.000000,277.0,277.36,274.41,275.01,82415812
2018-10-23 01:00:00.000000,270.95,274.87,268.61,273.61,146352720
2018-10-24 01:00:00.000000,273.33,273.76,264.7,265.32,177806700
2018-10-25 01:00:00.000000,267.38,271.81,266.23,270.08,138061550
2018-10-26 01:00:00.000000,265.92,271.0,262.29,265.33,201574600
2018-10-29 01:00:00.000000,268.8,270.25,259.85,263.86,160749100
2018-10-30 01:00:00.000000,263.67,268.12,263.12,267.77,157116000
2018-10-31 01:00:00.000000,270.65,273.23,270.12,270.63,128296325
2018-11-01 01:00:00.000000,271.6,273.73,270.38,273.51,99495037
2018-11-02 01:00:00.000000,274.75,275.23,269.59,271.89,122627239
2018-11-05 01:00:00.000000,272.44,274.01,271.35,273.39,65622482
2018-11-06 01:00:00.000000,273.32,275.3,273.25,275.12,60085894
